id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href,Thời gian ghi nhận,Gia_Thuc_Te_Trieu,Gia_AI_Du_Doan_Trieu,Co_Bat_Thuong,Ly_Do_Chi_Tiet
3569,Xe máy cũ siêu lướt cần bán,2.500.000 đ,10.4 tr,12.2 tr,"Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh",Xe máy êm cực kỳ màu xanh đen còn mới mẻ zin nguyên con anh em mua hay trao đổi xe với nhau cũng được hãy gọi điện thoại đến cho chú ô kê cảm ơn các cháu,Honda,Wave,2018,32800,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/120443104.htm,2025-11-28 12:11:09,2.5,7.7548027,1,Giá RẺ bất thường. AI dự đoán: 7.75 tr. (Thấp hơn 68%)
3576,xe wave,1.900.000 đ,10.24 tr,12.02 tr,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","Xe chạy êm. 
Đèn, điện, còi, đề đầy đủ
Anh em có thiện chí bớt it cafe",Honda,Wave,2005,70000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/118480370.htm,2025-11-28 12:11:09,1.9,7.7286234,1,Giá RẺ bất thường. AI dự đoán: 7.73 tr. (Thấp hơn 75%)
3579,spacy nhà sử dụng,25.000.000 đ,24.52 tr,28.78 tr,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",M cần bán 1 spacy như hình. Xe chính chủ bs tphcm. Xe đi từ đó tới giờ. Máy móc nghiêm chỉnh dàn chân cứng cắp dàn mủ dàn keo ko bễ pass . Đề là nổ nhẹ nhag. Ae thiện chí qua xem xe sẽ fix ạ. Công chưng 1 nốt nhạc,Honda,Spacy,2005,700000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/117663919.htm,2025-11-28 12:11:09,25.0,14.236616,1,Giá CAO bất thường. AI dự đoán: 14.24 tr. (Cao hơn 76%)
3581,em chuyên mua xe tay ga hư và hỏng kg nổ cũng mua,1.400.000 đ,13.32 tr,15.64 tr,"Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",Em chuyên mua xe tay ga kg nổ kg giấy biển số liên tỉnh kg quan trọng em mua hết các bác có xe kg đi đến hoặc xe để lâu cứ alo cho em. em đến tận nhà mua bán đoàng hoàng.ẽm xin chân thành cảm ơn các bác đã để ý tới em,Suzuki,Dòng khác,2013,1210,Đã sử dụng,Tay ga,50 - 100 cc,Hàn Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123446637.htm,2025-11-28 12:11:09,1.4,3.79769,1,Giá RẺ bất thường. AI dự đoán: 3.80 tr. (Thấp hơn 63%)
3587,xe nouvo 6,11.000.000 đ,7.62 tr,8.94 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Bán xe nouvo 6 như hình, xe còn nguyên hiện trạng, xe nhà chỉ một đời chủ, chính chủ, làm giấy buôn bán trong ngày, xe chỉ chạy trong thành phố. Xe phun xăng điện tử ít hao xăng.Ai cần liên hệ . Xem xe gò vấp",Yamaha,Nouvo,2015,54120,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/125107796.htm,2025-11-28 12:11:09,11.0,6.6422706,1,Giá CAO bất thường. AI dự đoán: 6.64 tr. (Cao hơn 66%)
3590,SH Siêu Phong Thuỷ (BSTP - 8686) Phát Lộc Phát Lộc,86.000.000 đ,44.64 tr,52.4 tr,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","Bã xã muốn đổi xe nên sang tay Honda SH150 Fi Nhập Ý 2006 up zin 2012 full new, đồng hồ Mickey, smart key, mâm đĩa, phuộc lốc zin nguyên con 2012 bê qua (100%)

BSTP VIP 51V3 - 8686 (phát lộc)

Máy móc Ý khỏi bàn thêm nhé anh em, êm ái nhẹ nhàng, nhích là bay 

Fix cho anh em nhanh lẹ, ít nói… Uỷ quyền 20 năm, mình đang uỷ quyền 1, ký giấy 30 giây 

Cám ơn ae ghé ngang",Honda,SH,2006,35000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123504462.htm,2025-11-28 12:11:09,86.0,46.41663,1,Giá CAO bất thường. AI dự đoán: 46.42 tr. (Cao hơn 85%)
3592,Triumph Bonneville T100 2020,320.000.000 đ,191.31 tr,224.58 tr,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","T100 2020
Odo hơn 15k km
Bảo vệ két nước
Bảo vệ gầm
Bảo vệ lốc máy
Chống đổ phuộc trước
Chống đổ sườn
Tay dắt T120
Cặp lốp Pirelli MT60RS mới thay chạy được 1000km (lốp zin còn)",Triumph,Triumph Bonneville T100,2020,15000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/125068849.htm,2025-11-28 12:11:09,320.0,108.07557,1,Giá CAO bất thường. AI dự đoán: 108.08 tr. (Cao hơn 196%)
3593,Bán xe Honda SS50 đời 72 trùm mền cực hiếm,45.000.000 đ,,,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","Sắp xuất cảnh đành chia tay em Honda SS50 đời 72 hàng sưu tầm sơn zin cực hiếm.Xe ông già trùm mền, phụ tùng zin 90%, đẹp cũ kỹ theo năm tháng. Cục máy zin nguyên thủy, đầu 3 lá, nòng nhôm zin, 5 số êm ái... Xe đẹp hoàn hảo, BSTP, giấy tờ chính chủ, công chứng ngay khi giao dịch. Ưu tiên bán cho người hiểu biết về dòng xe này. Thanks 👍",Honda,67,2012,12345,Đã sử dụng,Tay côn/Moto,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123360127.htm,2025-11-28 12:11:09,45.0,11.635484,1,Giá CAO bất thường. AI dự đoán: 11.64 tr. (Cao hơn 287%)
3598,Nouvo 6(sang tên dc),12.400.000 đ,8.35 tr,9.8 tr,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh","Em cần bán xe nhà đang sử dụng 
Xe sang tên hợp lệ
Máy móc êm,ít sữa chữa
Ốc táng,nước sơm theo xe,năm tháng
Coi xe trực tiếp ngay nhà cả 2 yên tâm",Yamaha,Nouvo,2016,45000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/125159603.htm,2025-11-28 12:11:09,12.4,7.528797,1,Giá CAO bất thường. AI dự đoán: 7.53 tr. (Cao hơn 65%)
3600,"Xe Vespa Piaggio LXV125, chính chủ ít đi thanh lý",30.000.000 đ,17.23 tr,20.23 tr,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","Chính chủ ít đi thanh lý Xe Vespa Piaggio LXV 125 -3Vi.e - chỉ 30triệu ( chưa tới phân nửa giá lúc mua 88triệu , xe còn mới 80%, máy móc siêu mạnh, chạy rất êm, khỏe, mượt. Xe dáng phong cách thanh lịch, quý phái cổ điển.. giá siêu mềm rẻ ..giá rẻ hơn cả vision nhưng mang tầng lớp đẳng cấp, sang trọng , thượng lưu. Liên hệ mua *** , tại 178 Nguyễn Oanh, p17, Gò Vấp.",Piaggio,Vespa,2014,48000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124292313.htm,2025-11-28 12:11:09,30.0,15.804388,1,Giá CAO bất thường. AI dự đoán: 15.80 tr. (Cao hơn 90%)
3605,honda AB 2015 nguyên zin êm ru chinh chủ bs 81,14.500.000 đ,15.97 tr,18.75 tr,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","e kẹt tiền bán xe đnag sử dụng 
honda airblade đòi 2015 xe chính chủ 
máy zin êm chức năng đầy đủ 
máy êm chany khoẻ
dàn áo dắt ra vào nên có trầy chứ k té bể gì 
xe cưng cáp lợi xăng
bs 81 gia lai quê em - 412.00",Honda,Air Blade,2015,45,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/125140741.htm,2025-11-28 12:11:09,14.5,9.075608,1,Giá CAO bất thường. AI dự đoán: 9.08 tr. (Cao hơn 60%)
3608,1 chủ đập thùng harley 48 bản màu đen,350.000.000 đ,308.2 tr,361.8 tr,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","Một chủ đập thùng đăng kí 04/2022 
Odo 7000km
Xe đa số để nhà sủ dụng xe hơi là 9
Giá mong muốn 350tr 
Biển số SG 
Xem xe tại quận 7 
***.",Harley Davidson,48,2022,7000,Đã sử dụng,Xe số,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/125105177.htm,2025-11-28 12:11:09,350.0,28.045605,1,Giá CAO bất thường. AI dự đoán: 28.05 tr. (Cao hơn 1148%)
3621,Bán Honda CD gù nguyên bản cực hiếm,59.000.000 đ,14.97 tr,17.58 tr,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","Sắp xuất cảnh đành chia tay con xe Honda CD gù nguyên bản, đời cuối số máy 101 cực hiếm. Xe ông già trùm mền, tâm huyết sưu tầm, phụ tùng zin 90%, xe BSTP chính chủ bán, công chứng ngay khi giao dịch. Ưu tiên cho người có hiểu biết về dòng xe này 👍",Honda,67,2020,12345,Đã sử dụng,Tay côn/Moto,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124001202.htm,2025-11-28 12:11:09,59.0,31.633938,1,Giá CAO bất thường. AI dự đoán: 31.63 tr. (Cao hơn 87%)
3622,Bán xe SH 2019 cb ít đi bs tp hcm,70.000.000 đ,62.14 tr,72.95 tr,"Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh","Cần bán xe SH 2019 150cc
Xe mới như hình , ít đi .
Xem xe trực tiếp tại nhà 
Có thương lượng cho khách thiện chí",Honda,SH,2019,190000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/125092068.htm,2025-11-28 12:11:09,70.0,44.762486,1,Giá CAO bất thường. AI dự đoán: 44.76 tr. (Cao hơn 56%)
3632,Winner V1 2018,17.000.000 đ,14.49 tr,17.01 tr,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh","Đổi Xe Ga Em Cần Bán Chiếc Winner V1 2018 Đen Nhám Odo 53k Kilomets, Biển Số Tỉnh 79, Chính Chủ Full Giấy Tờ.

Mua Cuối Năm 2018, Ngoại Hình Cũ Theo Thời Gian, Nhưng Dàn Máy Em Chăm Kĩ, Buồng Đốt Kim Phun Vệ Sinh Đều Đặn, Nhớt Xịn Đúng Định Kì, Máy Bốc, Êm Như Xe Ga.
Các Lỗi Cố Hữu Trên Dòng V1 Đã Đc Em Fix Hết, Có Gắn SmartKey Full Chức Năng.
Tặng Chai Vệ Sinh + Dưỡng Sên Xịn, Tặng Cảng Sau Dài

Em Ở Gò Vấp, ***",Honda,Winner,2018,53000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/125007834.htm,2025-11-28 12:11:09,17.0,10.923023,1,Giá CAO bất thường. AI dự đoán: 10.92 tr. (Cao hơn 56%)
3640,Dọn đẹp không đi bán gấp,49.000.000 đ,6.02 tr,7.06 tr,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","Xe mới cứng, mới dọn xong, máy êm, chính chủ ủy quyền 20 năm",Yamaha,Sirius,2007,50000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124855684.htm,2025-11-28 12:11:09,49.0,7.9089575,1,Giá CAO bất thường. AI dự đoán: 7.91 tr. (Cao hơn 520%)
3644,Sh 150 abs 2018,80.000.000 đ,57.96 tr,68.03 tr,"Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",Sh 150 abs 2018 dư dùng cần bán . Odo 7000 đã lên 1 số món đồ chơi,Honda,SH,2018,7000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/125012666.htm,2025-11-28 12:11:09,80.0,22.27297,1,Giá CAO bất thường. AI dự đoán: 22.27 tr. (Cao hơn 259%)
3651,Bán xe Honda SS50 model 68CL,55.000.000 đ,,,"Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh","Sắp xuất cảnh đành chia tay em Honda SS50 form 68CL cực hiếm, xe sưu tầm tâm huyết, được lựa chọn từng món đồ, phụ tùng zin 90%, khó tìm chiếc thứ hai đồng thanh đồng thủ, có khả năng đi phượt xa. Xe đẹp hoàn hảo, giấy tờ chính chủ đứng tên bán, sang tên hợp lệ, công chứng ngay khi giao dịch. Xin liên hệ trực tiếp xem xe, ưu tiên cho người có hiểu biết về dòng xe này. Thanks 👍",Honda,67,2022,12345,Đã sử dụng,Tay côn/Moto,Dưới 50 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124732578.htm,2025-11-28 12:11:09,55.0,33.08696,1,Giá CAO bất thường. AI dự đoán: 33.09 tr. (Cao hơn 66%)
3662,"Bán xe moto CB919, đã lên full CB1100, xe rất đep",330.000.000 đ,303.6 tr,356.4 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Bán xe moto CB919, đã lên full CB1100, xe rất đẹp,đây dòng xe bất hữu,máy cực kỳ êm(êm như xe dream),siêu bền,cầy như con trâu,dòng nội địa của Nhật (100%), không như tất cả dòng xe CB khác (sản xuất ở nước khác),các bạn có thể hỏi những a e thợ xe chuyên moto,giá 430tr,giấy hải quan chính chủ,TpHCM. Đt ***",Honda,CB,2006,5000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124909082.htm,2025-11-28 12:11:09,330.0,76.37349,1,Giá CAO bất thường. AI dự đoán: 76.37 tr. (Cao hơn 332%)
3665,Bán Xe Cổ PC50 Zin Trên 90% Giấy Tờ Chính Chủ,29.000.000 đ,9.94 tr,11.67 tr,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","Bán PC50 Cổ Zin 100% Giấy Tờ Đầy Đủ Chạy Bình Thường
Biển Số TP - bao công chứng, về sang tên toàn quốc hải quan chính ngạch
Bao thu hồi gốc về sang tên thoải mái
Mọi thứ zin nguyên bản trên 95%
Sơn Zin chưa dặm tút
Rất xứng đáng sưu tầm, trưng bày

Đổ xăng chạy bình thường, tốc độ trên 50km/h",Honda,Dòng khác,trước năm 1980,10000,Đã sử dụng,Tay ga,Dưới 50 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121180470.htm,2025-11-28 12:11:09,29.0,17.366507,1,Giá CAO bất thường. AI dự đoán: 17.37 tr. (Cao hơn 67%)
3677,chính chủ bán Ex2010 5P71 bstp,59.000.000 đ,41.61 tr,48.85 tr,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Xe mới dọn đi được mấy tháng xe dàn áo new xé bịch xe dán keo nguyên con lột ra rất mới . Kiểng nhẹ cấu hình máy 62+4 pô êm đít zin máy mới bảo dưỡng êm ái ngon lành . Ae nào có nhu cầu alo,Yamaha,Exciter,2010,4000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124035072.htm,2025-11-28 12:11:09,59.0,27.994438,1,Giá CAO bất thường. AI dự đoán: 27.99 tr. (Cao hơn 111%)
3681,Xe SH 150i còn mới đẹp,85.000.000 đ,70.02 tr,82.2 tr,"Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","Cần bán xe SH 150i mới mua năm 2021, giữ gìn còn đẹp nguyên, xe đã chạy hơn 40.000 cây số. Ai cần liên hệ. Mua bán tại nhà",Honda,SH,2021,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124550896.htm,2025-11-28 12:11:09,85.0,48.53495,1,Giá CAO bất thường. AI dự đoán: 48.53 tr. (Cao hơn 75%)
3684,Xe zin,65.000.000 đ,41.94 tr,49.23 tr,"Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",Xe zin thả cam ít đồ chơi phuộc olong new chợ lực olong new vvv thiện trí Alo xem xe còn vài món đồ chơi xem xe sẽ biết chính chủ ..hoặc GL ga bù trừ thương lượng xe con tự động êm ru nha,Yamaha,Exciter,2006,100000,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124744852.htm,2025-11-28 12:11:09,65.0,22.379868,1,Giá CAO bất thường. AI dự đoán: 22.38 tr. (Cao hơn 190%)
3686,xe dream dọn kiểng,16.999.999 đ,6.63 tr,7.78 tr,"Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","Máy 52+3.5 
Phuoc rcb 
Cdn excel sịn
Choá zipat 
Xe sach se",Honda,Dream,2009,123456,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124738200.htm,2025-11-28 12:11:09,16.999999,9.8905,1,Giá CAO bất thường. AI dự đoán: 9.89 tr. (Cao hơn 72%)
3698,E cần bán,7.500.000 đ,5.89 tr,6.92 tr,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","xe giay tờ đầy đủ, ko 9c, có cmnd chủ xe cũ, xe máy móc ngon lành",Yamaha,Mio,2010,99999,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124607107.htm,2025-11-28 12:11:09,7.5,4.6193485,1,Giá CAO bất thường. AI dự đoán: 4.62 tr. (Cao hơn 62%)
3701,Bán xe Honda Vision màu xanh dương,20.500.000 đ,15.49 tr,18.18 tr,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","Nhà dư dùng cần bán cho rộng nhà,xe vision màu xanh dương đời 2015,cavet xe chính chủ,bảng số quận 2 tp Thủ Đức tphcm. Xe chạy êm,mạnh,nữ đi nên khá kỹ
LH : ***",Honda,Vision,2015,95889,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124577173.htm,2025-11-28 12:11:09,20.5,12.8766365,1,Giá CAO bất thường. AI dự đoán: 12.88 tr. (Cao hơn 59%)
3714,Xe tay ga Vespa 150 xám nhám BSTP,4.000.000 đ,5.19 tr,6.09 tr,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh","Cần bán xe tay ga vespa 150 BSTP cầm cà vẹt chạy thôi xe không chính chủ 
Do nhà chật nên cần thanh lý bớt 
LH ***",Piaggio,Vespa,2007,24198,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124448143.htm,2025-11-28 12:11:09,4.0,10.455879,1,Giá RẺ bất thường. AI dự đoán: 10.46 tr. (Thấp hơn 62%)
3726,BÁN xe Vario 150 biển số vip 111999,80.000.000 đ,40.54 tr,47.59 tr,"Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh","Phuộc ohlins 811 Đại Hoàng Gia tháng 5/2022
Dĩa breaking, heo dầu brembo, dây dầu, pas gắn,...
Chính chủ bao uỷ quyền trọn đời cho ae đi biển số đẹp
Ko lấy biển xe giá 45tr
LH: ***",Honda,Vario,2018,45000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124348322.htm,2025-11-28 12:11:09,80.0,34.839317,1,Giá CAO bất thường. AI dự đoán: 34.84 tr. (Cao hơn 130%)
3731,Can ban xe SH ABS 2019,68.500.000 đ,62.14 tr,72.95 tr,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",SH ABS 2019 màu đen bóng. Xe đẹp ngay chủ sử dụng. Đã chạy khoảng 40000km. Xe chưa sửa chữa gì cả. Đã lền dàn phuộc sau. Cỏn phuộc zin. Còn đủ 2 chìa khóa zin. Xem xe tại : 297/60/7 lê đức thọ. Ph.17 gó vập. DT : *** A Chieu. Xem xe liên hệ trước khi đến. Giá bán : 68.500.000,Honda,SH,2019,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/124303712.htm,2025-11-28 12:11:09,68.5,44.016228,1,Giá CAO bất thường. AI dự đoán: 44.02 tr. (Cao hơn 56%)
3743,DƯ DÙNG SHVN 150ABS đời 2019 CHO AE ĐAM MÊ,78.000.000 đ,62.14 tr,72.95 tr,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","Cần lên SH350i nên mình cần bán SHVN 150ABS đăng ký lần đầu tháng 6/2019 màu TRẮNG bản 2 thắng đĩa ABS trước và sau. Mới đi 25.000Km 
2 Remode còn đầy đủ, Xe đi ít còn rất đẹp mới lột keo nên xe nhìn xe còn rất mới, còn nguyên zin.
Bảo dưỡng, bảo quản kỹ, máy móc êm 
nguyên zin không kêu hú gì cả, Bao kiểm tra check thoải mái.
Mua bán sang tên, hay công chứng ủy uyền đều được, tùy ý anh em.
Xem xe gần Siêu thị Emart Gò vấp, 
Mình không có dùng Zalo nên ACE cần gọi mình nha.",Honda,SH,2019,250000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/124226102.htm,2025-11-28 12:11:09,78.0,43.76419,1,Giá CAO bất thường. AI dự đoán: 43.76 tr. (Cao hơn 78%)
3745,cần bán,80.000.000 đ,73.6 tr,86.4 tr,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",Mình kẹt tiền cần bán ai quan tâm inbox mình xe như mới,Bazan,Dòng khác,2024,20,Đã sử dụng,Tay ga,Không biết rõ,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-quan-go-vap-tp-ho-chi-minh/124218476.htm,2025-11-28 12:11:09,80.0,26.307615,1,Giá CAO bất thường. AI dự đoán: 26.31 tr. (Cao hơn 204%)
3747,Vespa Sprint BSTP chính chủ,34.500.000 đ,28.55 tr,33.52 tr,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","VespaSprint 2015 BSTP chính chủ ký giấy, xe máy êm zin chưa rớt nồi mạnh láp không hú tất cả chức năng còn hoạt động tốt xe đẹp khỏi phải tả, bảo hành máy móc cho anh em 6 tháng khỏi phải lăng tăng xe có lên ít đồ chơi nhẹ + mở yên điện tử. Alo ngay cho em để sở hữu em nó nhé",Piaggio,Sprint,2015,18000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123922053.htm,2025-11-28 12:11:09,34.5,21.970697,1,Giá CAO bất thường. AI dự đoán: 21.97 tr. (Cao hơn 57%)
3763,Xe tay ga Air Blade cho ai cần,16.000.000 đ,18.66 tr,21.91 tr,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","Chuyển nhượng Honda Air Blade màu Đen-Đỏ dung tích 108, sản xuất năm 2011.
Giao dịch trực tiếp tại Gò Vấp, giá cả thương lượng.
Quý anh/chị nào có nhu cầu vui lòng nhắn tin kết nối!
Cảm ơn mọi người!",Honda,Blade,2011,100000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/124066337.htm,2025-11-28 12:11:09,16.0,10.226545,1,Giá CAO bất thường. AI dự đoán: 10.23 tr. (Cao hơn 56%)
3776,CD-50-Benly,28.000.000 đ,39.43 tr,46.29 tr,"Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh","CD50 benly. Máy móc nguyên zin êm ru. Về chỉ việc đổ xăng là đi. Xe còn rất đẹp và còn rất nhiều đồ zin
Chia lại giá rẻ cho ae nào cần. 
Alo ***",Honda,CD,trước năm 1980,99999,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123882412.htm,2025-11-28 12:11:09,28.0,12.299321,1,Giá CAO bất thường. AI dự đoán: 12.30 tr. (Cao hơn 128%)
3785,"xe dream thái dọn full super dream, như mới,",48.000.000 đ,9.23 tr,10.84 tr,"Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","Xe dream lên super, giấy tờ chính chủ, sang tên nhanh
xe không một vết trầy, lên như mới
Xe ít đi 
Liên hệ : ***
Tuấn",Honda,Dream,2002,50000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/123826720.htm,2025-11-28 12:11:09,48.0,14.722722,1,Giá CAO bất thường. AI dự đoán: 14.72 tr. (Cao hơn 226%)
